unique/np_guerreillustree_191806_13_02.jpg;a black and white photo of ;a group of people walking on the beach
unique/np_guerreillustree_191804_04_06.jpg;a newspaper clipping from the early 1900s showing ;a portrait of lord edward st john
unique/np_guerreillustree_191804_04_06.jpg;a black and white photo of ;lord john st john, a british soldier, who was
unique/np_guerreillustree_191712_20_01.jpg;a newspaper clipping from the early 1900s showing ;a man shooing a horse
unique/np_guerreillustree_191712_20_01.jpg;a black and white photo of ;a man shooing a horse
unique/pho_2K24788_54_01.jpg;a newspaper clipping from the early 1900s showing ;a wedding in a jewish cemetery
unique/pho_2K24788_54_01.jpg;a black and white photo of ;a wedding party in a jewish cemetery
unique/np_guerreillustree_191811_22_02.jpg;a newspaper clipping from the early 1900s showing ;a ruined church in a city
unique/np_guerreillustree_191811_22_02.jpg;a black and white photo of ;a church in the aftermath of a fire
unique/pho_2K24792_04_01.jpg;a newspaper clipping from the early 1900s showing ;a group of men and horses at a camp
unique/pho_2K24792_04_01.jpg;a black and white photo of ;a group of men and horses in a field
unique/np_guerreillustree_191611_33_02.jpg;a newspaper clipping from the early 1900s showing ;a group of men riding on horseback
unique/np_guerreillustree_191611_33_02.jpg;a black and white photo of ;a group of men riding on a horse
unique/np_surlevif_19161125_07_02.jpg;a newspaper clipping from the early 1900s showing ;a ship in the port of st petersburg
unique/np_surlevif_19161125_07_02.jpg;a black and white photo of ;a ship in the harbor
unique/np_guerreillustree_191804_26_01.jpg;a newspaper clipping from the early 1900s showing ;a group of soldiers in tents
unique/np_guerreillustree_191804_26_01.jpg;a black and white photo of ;a group of soldiers in tents
unique/btv1b531138142_1.jpg;a newspaper clipping from the early 1900s showing ;a scene of the aftermath of a riot in a syrian prison
unique/btv1b531138142_1.jpg;a black and white photo of ;a crowded courtyard with a number of people and a few animals
unique/pho_2K4716_11_01.jpg;a newspaper clipping from the early 1900s showing ;a group of people boarding a ship
unique/pho_2K4716_11_01.jpg;a black and white photo of ;a group of people on a ship
unique/np_guerreillustree_191704_08_01.jpg;a newspaper clipping from the early 1900s showing ;a group of soldiers in a trench
unique/np_guerreillustree_191704_08_01.jpg;a black and white photo of ;a group of soldiers in a trench
unique/5_Chérau_14 dec 1911_Tripoli_pendaison_Al Shani (2).tif;a newspaper clipping from the early 1900s showing ;a man being hanged in a public square
unique/5_Chérau_14 dec 1911_Tripoli_pendaison_Al Shani (2).tif;a black and white photo of ;a man being hanged in a public square
unique/btv1b53208029c_1.jpg;a newspaper clipping from the early 1900s showing ;a group of men in uniform
unique/btv1b53208029c_1.jpg;a black and white photo of ;a group of soldiers standing in a field
unique/pho_2K24788_82_01.jpg;a newspaper clipping from the early 1900s showing ;a group of people preparing to dig a grave
unique/pho_2K24788_82_01.jpg;a black and white photo of ;a group of people in a field
unique/np_surlevif_19160701_06_03.jpg;a newspaper clipping from the early 1900s showing ;a street scene in the aftermath of a fire
unique/np_surlevif_19160701_06_03.jpg;a black and white photo of ;a street in the aftermath of the st louis fire of 1889
unique/np_guerreillustree_191805_18_10.jpg;a newspaper clipping from the early 1900s showing ;a group of girls in uniforms
unique/np_guerreillustree_191805_18_10.jpg;a black and white photo of ;a group of girls in uniforms holding flags
unique/btv1b53112618r_1.jpg;a newspaper clipping from the early 1900s showing ;a group of men on horses in a parade
unique/btv1b53112618r_1.jpg;a black and white photo of ;a group of men on horses in front of a building
unique/3_Chérau_6 dec 1911_Tripoli_pendaison des 14 (2)_NOTUSE.jpg;a newspaper clipping from the early 1900s showing ;a crowd of people in a market
unique/3_Chérau_6 dec 1911_Tripoli_pendaison des 14 (2)_NOTUSE.jpg;a black and white photo of ;a market in afghanistan
unique/btv1b532316043_1.jpg;a newspaper clipping from the early 1900s showing ;a group of people gathered in a courtyard
unique/btv1b532316043_1.jpg;a black and white photo of ;a group of people in a courtyard
unique/pho_2K24788_79_01.jpg;a newspaper clipping from the early 1900s showing ;a mosque in a village in iraq
unique/pho_2K24788_79_01.jpg;a black and white photo of ;a man standing in front of a building
unique/pho_2K24792_46_01.jpg;a newspaper clipping from the early 1900s showing ;a group of horses and cattle in a field
unique/pho_2K24792_46_01.jpg;a black and white photo of ;a group of people and animals in a field
unique/np_guerreillustree_191701_25_01.jpg;a newspaper clipping from the early 1900s showing ;a group of soldiers in a trench
unique/np_guerreillustree_191701_25_01.jpg;a black and white photo of ;french soldiers in a trench
unique/np_surlevif_19161216_04_01.jpg;a newspaper clipping from the early 1900s showing ;a group of men in uniform
unique/np_surlevif_19161216_04_01.jpg;a black and white photo of ;a group of soldiers in uniform
unique/np_guerreillustree_191712_12_03.jpg;a newspaper clipping from the early 1900s showing ;a large cannon in a factory
unique/np_guerreillustree_191712_12_03.jpg;a black and white photo of ;a large cannon hanging in a factory
unique/np_surlevif_19160909_02_04.jpg;a newspaper clipping from the early 1900s showing ;a chicken house in a field
unique/np_surlevif_19160909_02_04.jpg;a black and white photo of ;a chicken house in a field
unique/np_guerreillustree_191702_12_02.jpg;a newspaper clipping from the early 1900s showing ;a horse being ridden by a soldier
unique/np_guerreillustree_191702_12_02.jpg;a black and white photo of ;a horse being ridden by a soldier
unique/np_guerreillustree_191808_09_06.jpg;a newspaper clipping from the early 1900s showing ;a soldier firing a rifle
unique/np_guerreillustree_191808_09_06.jpg;a black and white photo of ;a soldier with a rifle and a man with a machine gun
unique/np_guerreillustree_191811_09_01.jpg;a newspaper clipping from the early 1900s showing ;a crowd of people in uniform
unique/np_guerreillustree_191811_09_01.jpg;a black and white photo of ;a crowd of people in uniform
unique/np_surlevif_19160902_07_02.jpg;a newspaper clipping from the early 1900s showing ;a group of soldiers saluting
unique/np_surlevif_19160902_07_02.jpg;a black and white photo of ;a group of soldiers saluting a flag
unique/pho_2K24793_42_01.jpg;a newspaper clipping from the early 1900s showing ;a crowd of people gathered around a large machine
unique/pho_2K24793_42_01.jpg;a black and white photo of ;a crowd of people standing around a large machine
unique/np_guerreillustree_191703_25_01.jpg;a newspaper clipping from the early 1900s showing ;a parade of soldiers on horses
unique/np_guerreillustree_191703_25_01.jpg;a black and white photo of ;a parade of soldiers on horses
unique/np_surlevif_19160408_06_02.jpg;a newspaper clipping from the early 1900s showing ;a helmet that was found in a sand pit
unique/np_surlevif_19160408_06_02.jpg;a black and white photo of ;a helmet with a bullet hole in it
unique/pho_2K24789_16_01.jpg;a newspaper clipping from the early 1900s showing ;a group of men riding horses
unique/pho_2K24789_16_01.jpg;a black and white photo of ;a group of men riding horses
unique/pho_2K247178_20_01.jpg;a newspaper clipping from the early 1900s showing ;a camel caravan in the desert
unique/pho_2K247178_20_01.jpg;a black and white photo of ;a woman with camels in the desert
unique/pho_2K24789_08_01.jpg;a newspaper clipping from the early 1900s showing ;a group of men and horses on a dirt road
unique/pho_2K24789_08_01.jpg;a black and white photo of ;a group of men riding horses in the countryside
unique/np_guerreillustree_191611_30_01.jpg;a newspaper clipping from the early 1900s showing ;a ship being built in a factory
unique/np_guerreillustree_191611_30_01.jpg;a black and white photo of ;a large building with a lot of debris
unique/pho_2K2476_22_01.jpg;a newspaper clipping from the early 1900s showing ;a train carrying christmas trees
unique/pho_2K2476_22_01.jpg;a black and white photo of ;a train with a large load of trees
unique/np_surlevif_19160226_04_01.jpg;a newspaper clipping from the early 1900s showing ;a french general receiving a medal from a german general
unique/np_surlevif_19160226_04_01.jpg;a black and white photo of ;a french general receiving a medal from a german general
unique/np_surlevif_19160715_05_01.jpg;a newspaper clipping from the early 1900s showing ;a group of soldiers in uniform
unique/np_surlevif_19160715_05_01.jpg;a black and white photo of ;a group of soldiers in uniform
unique/np_surlevif_19160610_05_04.jpg;a newspaper clipping from the early 1900s showing ;a ruined building in the middle of a field
unique/np_surlevif_19160610_05_04.jpg;a black and white photo of ;a ruined building in the middle of a field
unique/np_guerreillustree_191701_27_01.jpg;a newspaper clipping from the early 1900s showing ;a group of men in uniforms shaking hands
unique/np_guerreillustree_191701_27_01.jpg;a black and white photo of ;a group of men standing around a truck
unique/np_surlevif_19160506_07_03.jpg;a newspaper clipping from the early 1900s showing ;a group of men walking in the snow
unique/np_surlevif_19160506_07_03.jpg;a black and white photo of ;a group of soldiers walking in the snow
unique/pho_2K24795_10_01.jpg;a newspaper clipping from the early 1900s showing ;a view of the port of st helens
unique/pho_2K24795_10_01.jpg;a black and white photo of ;a harbor with boats and people
unique/np_guerreillustree_191810_09_02.jpg;a newspaper clipping from the early 1900s showing ;a group of men examining a pile of bombs
unique/np_guerreillustree_191810_09_02.jpg;a black and white photo of ;a group of men standing around a pile of bombs
unique/pho_2K247_08_01.jpg;a newspaper clipping from the early 1900s showing ;a group of men riding camels
unique/pho_2K247_08_01.jpg;a black and white photo of ;a group of men riding horses
unique/np_surlevif_19160506_06_06.jpg;a newspaper clipping from the early 1900s showing ;a view of the st johns river
unique/np_surlevif_19160506_06_06.jpg;a black and white photo of ;a view of the st john's river
unique/np_guerreillustree_191612_24_03.jpg;a newspaper clipping from the early 1900s showing ;a group of planes parked on the ground
unique/np_guerreillustree_191612_24_03.jpg;a black and white photo of ;a group of planes parked on the ground
unique/np_surlevif_19161111_05_05.jpg;a newspaper clipping from the early 1900s showing ;a group of soldiers preparing to attack a fortified position
unique/np_surlevif_19161111_05_05.jpg;a black and white photo of ;a group of soldiers in uniforms standing on a wall
unique/np_guerreillustree_191709_05_01.jpg;a newspaper clipping from the early 1900s showing ;a parade of soldiers
unique/np_guerreillustree_191709_05_01.jpg;a black and white photo of ;a group of soldiers marching in uniform
unique/np_guerreillustree_191612_17_01.jpg;a newspaper clipping from the early 1900s showing ;a man standing on top of a large cannon
unique/np_guerreillustree_191612_17_01.jpg;a black and white photo of ;a man standing on top of a large cannon
unique/thegraphic_19111104_P4_00_01.jpg;a newspaper clipping from the early 1900s showing ;a group of people walking in a field
unique/thegraphic_19111104_P4_00_01.jpg;a black and white photo of ;a group of soldiers marching in a field
unique/np_guerreillustree_191712_06_03.jpg;a newspaper clipping from the early 1900s showing ;a ship being built in a shipyard
unique/np_guerreillustree_191712_06_03.jpg;a black and white photo of ;a ship being built in the early 1900s
unique/np_surlevif_19160304_04_01.jpg;a newspaper clipping from the early 1900s showing ;a large boulder in the middle of a road
unique/np_surlevif_19160304_04_01.jpg;a black and white photo of ;a large boulder in the middle of a forest
unique/pho_2K24780_14_01.jpg;a newspaper clipping from the early 1900s showing ;a group of men in the ruins of a city
unique/pho_2K24780_14_01.jpg;a black and white photo of ;a group of men in a ruined building
unique/np_surlevif_19151127_07_06.jpg;a newspaper clipping from the early 1900s showing ;a smashed morgan tank
unique/np_surlevif_19151127_07_06.jpg;a black and white photo of ;a smashed jeep in the middle of a field
unique/catholicpress_19111228_P11_01.jpg;a newspaper clipping from the early 1900s showing ;a group of people marching in a parade
unique/catholicpress_19111228_P11_01.jpg;a black and white photo of ;a group of people marching in a parade
unique/np_guerreillustree_191804_21_05.jpg;a newspaper clipping from the early 1900s showing ;a group of men in uniform on a boat
unique/np_guerreillustree_191804_21_05.jpg;a black and white photo of ;five men in uniform sitting on small boats
unique/np_guerreillustree_191806_25_06.jpg;a newspaper clipping from the early 1900s showing ;a soldier being treated for wounds
unique/np_guerreillustree_191806_25_06.jpg;a black and white photo of ;a soldier being treated for wounds
unique/pho_2K24788_01_01.jpg;a newspaper clipping from the early 1900s showing ;a group of soldiers in the mountains
unique/pho_2K24788_01_01.jpg;a black and white photo of ;a group of soldiers in a field
unique/np_guerreillustree_191705_01_01.jpg;a newspaper clipping from the early 1900s showing ;a british submarine in the pacific ocean
unique/np_guerreillustree_191705_01_01.jpg;a black and white photo of ;a british submarine 'hms 'st john' in the
unique/pho_2K2475_37_01.jpg;a newspaper clipping from the early 1900s showing ;a group of soldiers in a trench
unique/pho_2K2475_37_01.jpg;a black and white photo of ;a group of soldiers on a rocky hillside
unique/thefargoforumanddailyrepublican_19111121_P3_02.jpg;a newspaper clipping from the early 1900s showing ;a drawing of the st john's cathedral
unique/thefargoforumanddailyrepublican_19111121_P3_02.jpg;a black and white photo of ;a building that was destroyed in the wwii bombings
unique/np_surlevif_19161028_03_03.jpg;a newspaper clipping from the early 1900s showing ;a church in a slum
unique/np_surlevif_19161028_03_03.jpg;a black and white photo of ;a church with a crucifix in the middle
unique/btv1b53231648j_1.jpg;a newspaper clipping from the early 1900s showing ;a line of horse drawn carriages in the desert
unique/btv1b53231648j_1.jpg;a black and white photo of ;a row of horse drawn carriages in front of palm trees
unique/np_guerreillustree_191806_14_01.jpg;a newspaper clipping from the early 1900s showing ;a group of men posing with a large number of barrels
unique/np_guerreillustree_191806_14_01.jpg;a black and white photo of ;a group of men posing with a large number of barrels
unique/btv1b53112526w_1.jpg;a newspaper clipping from the early 1900s showing ;a group of men carrying a body from a boat
unique/btv1b53112526w_1.jpg;a black and white photo of ;a group of men carrying a body from a boat
unique/np_guerreillustree_191712_20_02.jpg;a newspaper clipping from the early 1900s showing ;a horse being inspected by soldiers
unique/np_guerreillustree_191712_20_02.jpg;a black and white photo of ;a horse being tended to by soldiers
unique/np_surlevif_19160812_11_02.jpg;a newspaper clipping from the early 1900s showing ;a group of soldiers in uniform
unique/np_surlevif_19160812_11_02.jpg;a black and white photo of ;a group of soldiers in uniform
unique/np_guerreillustree_191806_24_03.jpg;a newspaper clipping from the early 1900s showing ;a woman in a hat and bonnet sitting on a pile of potatoes
unique/np_guerreillustree_191806_24_03.jpg;a black and white photo of ;a woman in a white dress sitting on a pile of potatoes
unique/pho_2K24795_09_01.jpg;a newspaper clipping from the early 1900s showing ;a group of people on a boat
unique/pho_2K24795_09_01.jpg;a black and white photo of ;a group of people on a dock
unique/np_surlevif_19160408_01_01.jpg;a newspaper clipping from the early 1900s showing ;a man in a trench digging a hole
unique/np_surlevif_19160408_01_01.jpg;a black and white photo of ;a soldier preparing to dig a trench in the somme
unique/np_guerreillustree_191804_05_01.jpg;a newspaper clipping from the early 1900s showing ;a french battleship in the middle of the ocean
unique/np_guerreillustree_191804_05_01.jpg;a black and white photo of ;a french battleship in the middle of the ocean
unique/np_guerreillustree_191807_18_01.jpg;a newspaper clipping from the early 1900s showing ;a ship under construction
unique/np_guerreillustree_191807_18_01.jpg;a black and white photo of ;a ship being built in a yard
unique/np_surlevif_19160408_07_02.jpg;a newspaper clipping from the early 1900s showing ;a fire on the st louis river
unique/np_surlevif_19160408_07_02.jpg;a black and white photo of ;a ship being towed away from the st johns river
unique/np_guerreillustree_191704_17_02.jpg;a newspaper clipping from the early 1900s showing ;a portrait of a man in a suit and bow tie
unique/np_guerreillustree_191704_17_02.jpg;a black and white photo of ;a man in a suit and bow tie
unique/np_surlevif_19151127_15_02.jpg;a newspaper clipping from the early 1900s showing ;a schooner in the harbor
unique/np_surlevif_19151127_15_02.jpg;a black and white photo of ;a man standing on the deck of a ship
unique/pho_2K24792_56_01.jpg;a newspaper clipping from the early 1900s showing ;a group of soldiers marching
unique/pho_2K24792_56_01.jpg;a black and white photo of ;a group of soldiers marching down a street
unique/np_surlevif_19161111_03_02.jpg;a newspaper clipping from the early 1900s showing ;a group of people standing in the rubble of a building
unique/np_surlevif_19161111_03_02.jpg;a black and white photo of ;a trench in the somme, c 1915
unique/btv1b69177459_1.jpg;a newspaper clipping from the early 1900s showing ;a group of men preparing to fire a cannon
unique/btv1b69177459_1.jpg;a black and white photo of ;a group of men on a beach
unique/np_guerreillustree_191806_15_05.jpg;a newspaper clipping from the early 1900s showing ;a man and his dog on the top of a plane
unique/np_guerreillustree_191806_15_05.jpg;a black and white photo of ;a man and dog on the top of a plane
unique/np_guerreillustree_191806_18_06.jpg;a newspaper clipping from the early 1900s showing ;a horse and wagon pulling hay
unique/np_guerreillustree_191806_18_06.jpg;a black and white photo of ;a horse and wagon with men in the field
unique/np_guerreillustree_191712_06_01.jpg;a newspaper clipping from the early 1900s showing ;a boat being built in a workshop
unique/np_guerreillustree_191712_06_01.jpg;a black and white photo of ;a boat being built in a workshop
unique/np_surlevif_19161111_08_04.jpg;a newspaper clipping from the early 1900s showing ;a view of the ruins of a village
unique/np_surlevif_19161111_08_04.jpg;a black and white photo of ;a ruined building in the middle of a field
unique/pho_2K2479_29_01.jpg;a newspaper clipping from the early 1900s showing ;a group of men in a field
unique/pho_2K2479_29_01.jpg;a black and white photo of ;a group of men sitting in chairs under umbrellas
unique/np_surlevif_19160122_01_01.jpg;a newspaper clipping from the early 1900s showing ;a soldier digging a trench
unique/np_surlevif_19160122_01_01.jpg;a black and white photo of ;a newspaper article from the st louis post-gazette
unique/np_surlevif_19160624_11_05.jpg;a newspaper clipping from the early 1900s showing ;a street in the old city of london
unique/np_surlevif_19160624_11_05.jpg;a black and white photo of ;a woman walking down a street in the ruins
unique/pho_2K2475_67_01.jpg;a newspaper clipping from the early 1900s showing ;a group of men in turbans sitting around a fire
unique/pho_2K2475_67_01.jpg;a black and white photo of ;a group of men sitting on the ground
unique/btv1b532081628_1.jpg;a newspaper clipping from the early 1900s showing ;a view of the san francisco harbor
unique/btv1b532081628_1.jpg;a black and white photo of ;a docked ship at the port of san francisco, ca
unique/np_guerreillustree_191701_08_01.jpg;a newspaper clipping from the early 1900s showing ;soldiers digging a trench in the somme
unique/np_guerreillustree_191701_08_01.jpg;a black and white photo of ;soldiers digging a trench in the somme
unique/dailymirror_19111109_P11_00_01.jpg;a newspaper clipping from the early 1900s showing ;a woman being beaten by soldiers
unique/dailymirror_19111109_P11_00_01.jpg;a black and white photo of ;a woman being beaten by soldiers in a saharan village
unique/np_surlevif_19161028_02_01.jpg;a newspaper clipping from the early 1900s showing ;a trench in the somme
unique/np_surlevif_19161028_02_01.jpg;a black and white photo of ;a trench in the somme
unique/np_guerreillustree_191701_06_03.jpg;a newspaper clipping from the early 1900s showing ;a view of the cliffs at the san juan crater
unique/np_guerreillustree_191701_06_03.jpg;a black and white photo of ;a cliff with a train on it
unique/np_surlevif_19160429_11_05.jpg;a newspaper clipping from the early 1900s showing ;a group of men digging a well in a field
unique/np_surlevif_19160429_11_05.jpg;a black and white photo of ;a group of men digging a tunnel in a field
unique/np_surlevif_19161118_08_05.jpg;a newspaper clipping from the early 1900s showing ;a soldier in a trench
unique/np_surlevif_19161118_08_05.jpg;a black and white photo of ;a soldier in a trench in the somme
unique/np_surlevif_19160506_11_03.jpg;a newspaper clipping from the early 1900s showing ;a group of soldiers in gas masks
unique/np_surlevif_19160506_11_03.jpg;a black and white photo of ;a group of soldiers in uniforms standing in a park
unique/pho_2K247157_98_01.jpg;a newspaper clipping from the early 1900s showing ;a soldier walking down a narrow alleyway in jerusalem
unique/pho_2K247157_98_01.jpg;a black and white photo of ;a soldier walking down a street in jerusalem
unique/pho_2K24793_47_04.jpg;a newspaper clipping from the early 1900s showing ;a camp for displaced workers in san francisco
unique/pho_2K24793_47_04.jpg;a black and white photo of ;a camp for displaced workers in san francisco, ca
unique/np_surlevif_19160311_04_01.jpg;a newspaper clipping from the early 1900s showing ;a camp for refugees in afghanistan
unique/np_surlevif_19160311_04_01.jpg;a black and white photo of ;a camp for refugees in april 1915
unique/np_guerreillustree_191807_25_04.jpg;a newspaper clipping from the early 1900s showing ;a group of soldiers posing for a photo
unique/np_guerreillustree_191807_25_04.jpg;a black and white photo of ;a large group of soldiers standing in a field
unique/np_surlevif_19160812_02_01.jpg;a newspaper clipping from the early 1900s showing ;a group of soldiers marching in a field
unique/np_surlevif_19160812_02_01.jpg;a black and white photo of ;the british army marching in the somme
unique/btv1b532316009_1.jpg;a newspaper clipping from the early 1900s showing ;a dead horse in the street of a city
unique/btv1b532316009_1.jpg;a black and white photo of ;a dead horse in the street
unique/np_surlevif_19160617_01_01.jpg;a newspaper clipping from the early 1900s showing ;a soldier receiving a medal from a french general
unique/np_surlevif_19160617_01_01.jpg;a black and white photo of ;a newspaper article from the santa fe, nm, area
unique/np_surlevif_19151120_05_01.jpg;a newspaper clipping from the early 1900s showing ;a view of the village of st etienne
unique/np_surlevif_19151120_05_01.jpg;a black and white photo of ;a village in the aftermath of the blitz
unique/np_guerreillustree_191609_20_02.jpg;a newspaper clipping from the early 1900s showing ;a line of horse drawn carriages
unique/np_guerreillustree_191609_20_02.jpg;a black and white photo of ;a row of horse drawn carriages
unique/np_surlevif_19161104_08_02.jpg;a newspaper clipping from the early 1900s showing ;a street in a village in france
unique/np_surlevif_19161104_08_02.jpg;a black and white photo of ;a street in the village of st etienne, france
unique/np_guerreillustree_191609_09_01.jpg;a newspaper clipping from the early 1900s showing ;a cannon with the words remember frank
unique/np_guerreillustree_191609_09_01.jpg;a black and white photo of ;a cannon with the words remember frank
unique/np_surlevif_19161223_10_03.jpg;a newspaper clipping from the early 1900s showing ;a bulldog wearing goggles
unique/np_surlevif_19161223_10_03.jpg;a black and white photo of ;a bulldog wearing goggles and a hat
unique/np_guerreillustree_191710_08_01.jpg;a newspaper clipping from the early 1900s showing ;a battle in the somme
unique/np_guerreillustree_191710_08_01.jpg;a black and white photo of ;a group of soldiers in the middle of a field
unique/np_surlevif_19160318_02_02.jpg;a newspaper clipping from the early 1900s showing ;a shattered bridge in a flooded area
unique/np_surlevif_19160318_02_02.jpg;a black and white photo of ;a smashed bridge in a newspaper article
unique/np_guerreillustree_191611_33_03.jpg;a newspaper clipping from the early 1900s showing ;a group of soldiers in uniform
unique/np_guerreillustree_191611_33_03.jpg;a black and white photo of ;a group of soldiers in uniform
unique/pho_2K247178_04_01.jpg;a newspaper clipping from the early 1900s showing ;a group of men carrying a load of wood
unique/pho_2K247178_04_01.jpg;a black and white photo of ;a group of people carrying a load of wood
unique/np_guerreillustree_191812_04_01.jpg;a newspaper clipping from the early 1900s showing ;a portrait of lord st john st john st
unique/np_guerreillustree_191812_04_01.jpg;a black and white photo of ;a man in uniform with a hat and a sabre
unique/pho_2K24791_02_01.jpg;a newspaper clipping from the early 1900s showing ;a group of men riding horses in the mountains
unique/pho_2K24791_02_01.jpg;a black and white photo of ;a group of men riding horses in a field
unique/np_surlevif_19161125_08_01.jpg;a newspaper clipping from the early 1900s showing ;a group of soldiers digging a trench
unique/np_surlevif_19161125_08_01.jpg;a black and white photo of ;a trench with men digging in it
unique/btv1b53112633b_1.jpg;a newspaper clipping from the early 1900s showing ;a group of people gathered around a pile of rubble
unique/btv1b53112633b_1.jpg;a black and white photo of ;a group of people gathered around a pile of debris
unique/np_guerreillustree_191804_14_02.jpg;a newspaper clipping from the early 1900s showing ;a row of biplanes in a field
unique/np_guerreillustree_191804_14_02.jpg;a black and white photo of ;a row of biplanes in a field
unique/np_surlevif_19161014_03_01.jpg;a newspaper clipping from the early 1900s showing ;a soldier wearing a gas mask
unique/np_surlevif_19161014_03_01.jpg;a black and white photo of ;a soldier wearing a gas mask
unique/np_guerreillustree_191702_12_01.jpg;a newspaper clipping from the early 1900s showing ;a man being dragged out of a water tank
unique/np_guerreillustree_191702_12_01.jpg;a black and white photo of ;a man rescuing a dog from a flooded trench
unique/np_guerreillustree_191611_19_01.jpg;a newspaper clipping from the early 1900s showing ;a group of men cutting down a tree
unique/np_guerreillustree_191611_19_01.jpg;a black and white photo of ;a group of people cutting down a tree
unique/pho_2K247_07_01.jpg;a newspaper clipping from the early 1900s showing ;a group of men riding camels
unique/pho_2K247_07_01.jpg;a black and white photo of ;a group of men riding camels
unique/np_guerreillustree_191701_17_02.jpg;a newspaper clipping from the early 1900s showing ;a man working on a machine
unique/np_guerreillustree_191701_17_02.jpg;a black and white photo of ;a man working on a machine
unique/np_guerreillustree_191610_25_03.jpg;a newspaper clipping from the early 1900s showing ;a photo of the st john's cathedral
unique/np_guerreillustree_191610_25_03.jpg;a black and white photo of ;a building in a newspaper
unique/pho_2K24788_68_01.jpg;a newspaper clipping from the early 1900s showing ;a view of the san francisco bay area
unique/pho_2K24788_68_01.jpg;a black and white photo of ;a view of the san francisco bay area
unique/np_guerreillustree_191806_25_01.jpg;a newspaper clipping from the early 1900s showing ;a group of soldiers in uniform sitting on the ground
unique/np_guerreillustree_191806_25_01.jpg;a black and white photo of ;a group of soldiers sitting on the ground
unique/np_surlevif_19161118_12_01.jpg;a newspaper clipping from the early 1900s showing ;a french soldier and his car
unique/np_surlevif_19161118_12_01.jpg;a black and white photo of ;a french soldier standing next to a car
unique/btv1b53208020b_1.jpg;a newspaper clipping from the early 1900s showing ;a house in a village in afghanistan
unique/btv1b53208020b_1.jpg;a black and white photo of ;a man and a woman standing in front of a hut
unique/np_surlevif_19161014_11_06.jpg;a newspaper clipping from the early 1900s showing ;a ruined church in a slum
unique/np_surlevif_19161014_11_06.jpg;a black and white photo of ;a ruin in the middle of a field
unique/np_surlevif_19160729_04_05.jpg;a newspaper clipping from the early 1900s showing ;a group of people at the beach
unique/np_surlevif_19160729_04_05.jpg;a black and white photo of ;a group of people on the beach in 1908
unique/Aamulehti_19111207_P9_01.jpg;a newspaper clipping from the early 1900s showing ;a group of men carrying a dead body
unique/Aamulehti_19111207_P9_01.jpg;a black and white photo of ;a man carrying a dead body in a street
unique/np_surlevif_19161007_02_01.jpg;a newspaper clipping from the early 1900s showing ;a ruined forest in a war zone
unique/np_surlevif_19161007_02_01.jpg;a black and white photo of ;a ruined forest in the middle of a field
